ID,ticker,Year,Quarter,Date,negative,positive,uncertainty,litigious,constraining,strong_modal_positive,strong_modal_negative,strong_modal_uncertainty,strong_modal_litigious,strong_modal_constraining,weak_modal_positive,weak_modal_negative,weak_modal_uncertainty,weak_modal_litigious,weak_modal_constraining,strong_modal_raw_count,weak_modal_raw_count,NSS,WSS,Overall_Sentiment_Score,binary_sentiment,start_stock_price,end_stock_price,price_gap,Dividend_Yield,ROE
2009_Q3,INTC,2009,3,2009-10-14 01:45:12,87,114,63,1,7,0,0,0,0,0,0,0,0,0,0,30,29,0.1343283575406549,4.5,-17.4,positive,20.82999992370605,19.739999771118164,-1.0900001525878906,2.86%,0.063
2009_Q3,ABT,2009,3,2009-10-14 20:05:03,73,121,86,5,4,0,0,0,0,0,0,0,0,0,0,39,41,0.2474226791369965,8.0,-11.400000000000002,positive,24.56575965881348,24.57535552978516,0.0095958709716796,3.23%,0.282
2009_Q3,GS,2009,3,2009-10-15 19:00:10,98,135,116,14,13,0,0,0,0,0,0,0,0,0,0,83,53,0.1587982825802648,6.166666666666667,-56.400000000000006,positive,188.6300048828125,172.16000366210938,-16.470001220703125,.823%,0.054
2009_Q3,IBM,2009,3,2009-10-16 00:01:19,61,269,49,5,3,0,0,0,0,0,0,0,0,0,0,17,31,0.6303030283930211,34.666666666666664,173.0,positive,116.29063415527344,117.46653747558594,1.1759033203125,1.82%,0.609
2009_Q3,GOOG,2009,3,2009-10-16 03:49:13,95,194,56,6,7,0,0,0,0,0,0,0,0,0,0,57,21,0.3425605524478873,16.5,51.0,positive,13.694917678833008,13.72480583190918,0.0298881530761718,,0.164
2009_Q3,AMD,2009,3,2009-10-16 04:48:11,76,162,90,4,6,0,0,0,0,0,0,0,0,0,0,46,52,0.3613445362968717,14.333333333333334,21.6,positive,5.739999771118164,4.929999828338623,-0.809999942779541,,-1.509
2009_Q4,AAPL,2009,4,2009-10-19 21:19:11,62,136,59,2,7,0,0,0,0,0,0,0,0,0,0,31,40,0.3737373718498112,12.333333333333334,29.8,positive,6.78071403503418,6.732142925262451,-0.0485711097717285,,0.3
2009_Q3,TXN,2009,3,2009-10-20 01:23:11,93,114,103,3,4,0,0,0,0,0,0,0,0,0,0,69,45,0.1014492748722257,3.5,-52.3,positive,23.65999984741211,23.450000762939453,-0.2099990844726562,2.05%,0.097
2009_Q3,KO,2009,3,2009-10-20 18:25:10,110,206,51,4,8,0,0,0,0,0,0,0,0,0,0,42,23,0.303797467393046,16.0,53.8,positive,27.03499984741211,26.86000061035156,-0.1749992370605468,3.08%,0.267
2009_Q3,LMT,2009,3,2009-10-20 21:09:12,117,170,138,41,19,0,0,0,0,0,0,1,0,0,0,102,57,0.1846689889035923,8.75,-72.10000000000001,positive,71.98999786376953,68.87000274658203,-3.1199951171875,3.31%,0.48
2009_Q3,ISRG,2009,3,2009-10-21 04:08:14,76,90,86,4,6,0,0,0,0,0,0,0,0,0,0,40,39,0.084337348889534,2.333333333333333,-45.9,neutral,28.03444480895996,27.554443359375,-0.4800014495849609,,0.169
2009_Q3,WFC,2009,3,2009-10-21 19:06:21,114,87,41,2,23,0,0,0,0,0,0,0,0,0,0,22,6,-0.1343283575406549,-4.5,-65.0,negative,28.89999961853028,27.739999771118164,-1.1599998474121094,.727%,0.088
2009_Q3,LLY,2009,3,2009-10-21 19:13:12,87,130,69,22,8,0,0,0,0,0,0,0,0,0,0,78,27,0.1981566811144853,7.166666666666667,-24.8,positive,33.65999984741211,33.540000915527344,-0.1199989318847656,5.76%,-0.15
2009_Q3,MS,2009,3,2009-10-21 21:30:10,99,120,90,12,25,0,0,0,0,0,0,0,0,0,0,61,30,0.0958904105210483,3.5,-57.7,neutral,34.08000183105469,32.13999938964844,-1.94000244140625,.623%,0.015
2009_Q3,EBAY,2009,3,2009-10-22 00:40:11,65,193,73,7,6,0,0,0,0,0,0,0,0,0,0,43,35,0.4961240290847906,21.33333333333333,72.9,positive,10.088383674621582,9.490740776062012,-0.5976428985595703,,0.14
2009_Q3,AMGN,2009,3,2009-10-22 02:31:25,85,55,67,18,10,0,0,0,0,0,0,0,0,0,0,45,22,-0.214285712755102,-5.0,-88.7,negative,56.84999847412109,52.119998931884766,-4.729999542236328,,0.218
2009_Q3,UPS,2009,3,2009-10-22 19:10:13,108,218,55,4,8,0,0,0,0,0,0,0,0,0,0,52,28,0.3374233118483947,18.33333333333333,63.3,positive,57.09999847412109,53.5,-3.5999984741210938,3.35%,0.197
2009_Q3,PM,2009,3,2009-10-22 19:43:12,138,167,78,11,10,0,0,0,0,0,0,0,0,0,0,47,43,0.0950819669013706,4.833333333333333,-34.2,neutral,49.459999084472656,47.380001068115234,-2.079998016357422,4.90%,0.589
2009_Q3,T,2009,3,2009-10-22 20:02:14,54,216,66,11,7,0,0,0,0,0,0,0,0,0,0,60,37,0.5999999977777778,27.0,104.3,positive,19.71299171447754,19.2824764251709,-0.4305152893066406,6.39%,0.094
2009_Q3,MRK,2009,3,2009-10-22 20:02:18,114,153,73,11,9,0,0,0,0,0,0,0,0,0,0,75,26,0.1460674151832681,6.5,-25.1,positive,31.36450386047364,31.145038604736328,-0.2194652557373047,4.91%,0.292
2009_Q3,UNP,2009,3,2009-10-22 20:11:27,165,194,78,33,10,0,0,0,0,0,0,0,0,0,0,55,37,0.0807799440646798,4.833333333333333,-46.2,neutral,30.559999465942383,29.575000762939453,-0.9849987030029296,1.96%,0.085
2009_Q3,BMY,2009,3,2009-10-22 20:51:23,72,133,59,6,12,0,0,0,0,0,0,0,0,0,0,50,31,0.2975609741582392,10.166666666666666,9.4,positive,22.459999084472656,22.18000030517578,-0.279998779296875,5.69%,0.253
2009_Q3,AMZN,2009,3,2009-10-22 21:15:12,68,90,71,2,1,0,0,0,0,0,0,0,0,0,0,19,34,0.1392405054478449,3.6666666666666665,-22.2,positive,4.672500133514404,5.855000019073486,1.182499885559082,,0.256
2009_Q3,AXP,2009,3,2009-10-23 04:51:23,105,159,105,5,19,0,0,0,0,0,0,0,0,0,0,61,57,0.2045454537706611,9.0,-28.4,positive,34.58000183105469,37.7400016784668,3.1599998474121094,2.07%,0.159
2009_Q3,VZ,2009,3,2009-10-26 17:55:09,44,152,42,9,6,0,0,0,0,0,0,0,0,0,0,52,22,0.5510204053519367,18.0,66.9,positive,26.861141204833984,27.7239990234375,0.8628578186035156,6.42%,0.097
2009_Q4,V,2009,4,2009-10-28 01:49:08,66,127,37,10,6,0,0,0,0,0,0,0,0,0,0,58,16,0.3160621745281752,10.166666666666666,21.3,positive,19.14249992370605,20.27499961853028,1.1324996948242188,.554%,0.058
2009_Q3,SAP,2009,3,2009-10-29 01:13:10,88,139,79,4,5,0,0,0,0,0,0,0,1,0,0,50,37,0.2246696025344951,8.5,-6.7,positive,47.0099983215332,47.70000076293945,0.69000244140625,,
2010_Q1,PG,2010,1,2009-10-29 16:24:08,89,203,73,1,2,0,0,0,0,0,1,0,0,0,0,57,51,0.3904109575670857,19.08333333333333,59.5,positive,59.540000915527344,62.22999954223633,2.6899986267089844,3.03%,0.148
2009_Q3,TSM,2009,3,2009-10-29 18:08:09,70,46,58,6,6,0,0,0,0,0,0,0,0,0,0,59,33,-0.206896549940547,-4.0,-74.1,negative,9.90999984741211,10.449999809265137,0.5399999618530273,,
2009_Q3,MCO,2009,3,2009-10-30 03:21:24,82,61,55,53,6,0,0,0,0,0,0,0,0,0,0,40,27,-0.1468531458262018,-3.5,-88.7,negative,23.68000030517578,23.729999542236328,0.0499992370605468,1.69%,
2009_Q3,MET,2009,3,2009-10-30 16:07:11,146,129,168,18,18,0,0,0,0,0,0,0,0,0,0,70,65,-0.0618181815933884,-2.833333333333333,-139.5,neutral,30.32976722717285,30.614973068237305,0.2852058410644531,2.17%,0.0
2009_Q3,DUK,2009,3,2009-10-30 19:23:08,94,103,83,65,15,0,0,0,0,0,0,0,0,0,0,58,23,0.0456852789559122,1.5,-86.4,neutral,47.459999084472656,48.02999877929688,0.5699996948242188,6.07%,0.041
2010_Q1,EL,2010,1,2009-11-01 15:58:10,128,286,147,9,11,0,0,0,0,0,0,0,0,0,0,79,55,0.3816425111554529,26.33333333333333,53.2,positive,22.19499969482422,23.315000534057617,1.1200008392333984,1.29%,0.133
2009_Q3,F,2009,3,2009-11-03 12:16:17,155,284,78,11,13,0,0,0,0,0,0,0,0,0,0,101,54,0.2938496576449894,21.5,52.4,positive,7.440000057220459,8.710000038146973,1.2699999809265137,,
2009_Q3,MA,2009,3,2009-11-03 18:03:53,111,150,76,48,10,0,0,0,0,0,0,0,0,0,0,49,36,0.1494252867838111,6.5,-41.4,positive,21.920000076293945,23.07999992370605,1.1599998474121094,.274%,0.369
2009_Q3,AMT,2009,3,2009-11-03 22:10:21,51,132,84,9,11,0,0,0,0,0,0,0,0,0,0,50,41,0.4426229484009675,13.5,14.9,positive,38.41999816894531,40.52000045776367,2.10000228881836,,0.084
2010_Q1,CSCO,2010,1,2009-11-05 05:04:11,110,264,185,7,16,0,0,0,0,0,0,0,0,0,0,131,44,0.4117647047813778,25.666666666666668,19.4,positive,23.93000030517578,24.0,0.0699996948242187,,0.168
2009_Q3,CVS,2009,3,2009-11-05 18:19:11,132,168,98,42,11,0,0,0,0,0,0,0,0,0,0,87,39,0.1199999996,6.0,-60.8,positive,28.8700008392334,30.690000534057617,1.8199996948242188,.864%,0.091
2009_Q3,TMUS,2009,3,2009-11-05 22:31:23,62,105,88,27,9,0,0,0,0,0,0,0,0,0,0,55,30,0.2574850283982932,7.166666666666667,-33.0,positive,12.020000457763672,12.31999969482422,0.2999992370605469,,
2009_Q4,SBUX,2009,4,2009-11-06 02:24:11,108,330,84,4,7,0,0,0,0,0,0,0,0,0,0,94,37,0.506849313911303,37.0,152.0,positive,10.5600004196167,10.765000343322754,0.2049999237060547,,0.097
2010_Q3,NVDA,2010,3,2009-11-06 05:14:12,82,103,71,6,35,0,0,0,0,0,0,0,0,0,0,55,42,0.1135135128999269,3.5,-50.2,positive,0.3289999961853027,0.3244999945163727,-0.00450000166893,,-0.154
2009_Q3,SE,2009,3,2009-11-06 20:54:09,56,116,48,14,5,0,0,0,0,0,0,0,0,0,0,58,28,0.3488372072742023,10.0,12.099999999999998,positive,,,,5.23%,0.099
2009_Q4,DIS,2009,4,2009-11-13 02:39:10,101,211,86,7,12,0,0,0,0,0,0,0,0,0,0,71,42,0.3525641014340894,18.33333333333333,39.1,positive,30.440000534057617,30.61000061035156,0.1700000762939453,1.28%,0.09
2009_Q3,LOW,2009,3,2009-11-16 19:01:23,112,244,91,6,10,0,0,0,0,0,0,0,0,0,0,39,37,0.3707865158123974,22.0,67.0,positive,21.739999771118164,21.959999084472656,0.2199993133544922,1.65%,0.101
2010_Q2,MDT,2010,2,2009-11-24 19:21:21,86,205,84,16,10,0,0,0,0,0,0,0,0,0,0,76,39,0.4089347064985061,19.83333333333333,44.9,positive,43.25,43.060001373291016,-0.1899986267089843,,0.141
2010_Q1,COST,2010,1,2009-12-10 23:15:11,110,188,96,9,9,0,0,0,0,0,1,0,0,0,0,39,51,0.2617449655646142,13.083333333333334,8.099999999999998,positive,58.7599983215332,60.06999969482422,1.3100013732910156,1.20%,0.111
2009_Q4,ADBE,2009,4,2009-12-16 02:52:11,88,216,101,12,8,0,0,0,0,0,0,0,0,0,0,107,45,0.4210526301939058,21.33333333333333,41.6,positive,37.86000061035156,37.209999084472656,-0.6500015258789062,,0.143
2010_Q2,FDX,2010,2,2009-12-17 19:47:11,83,169,73,15,8,0,0,0,0,0,0,0,0,0,0,58,38,0.3412698399155959,14.333333333333334,22.6,positive,84.47000122070312,85.16999816894531,0.6999969482421875,.527%,-0.006
2010_Q1,ACN,2010,1,2009-12-18 03:43:11,81,180,86,13,3,0,0,0,0,0,0,0,0,0,0,35,27,0.3793103433742898,16.5,38.3,positive,41.369998931884766,41.5,0.1300010681152343,,
2009_Q4,INTC,2009,4,2010-01-15 01:48:11,70,125,64,3,7,0,0,0,0,0,0,0,0,0,0,58,23,0.2820512806048652,9.166666666666666,4.099999999999998,positive,20.799999237060547,19.920000076293945,-0.8799991607666016,2.75%,0.059
2009_Q4,IBM,2009,4,2010-01-20 01:39:11,59,259,46,4,6,0,0,0,0,0,0,0,0,0,0,50,31,0.628930815632293,33.333333333333336,158.9,positive,124.52198791503906,120.00955963134766,-4.512428283691406,1.80%,0.743
2009_Q4,ASML,2009,4,2010-01-20 19:23:10,103,91,86,3,27,0,0,0,0,0,0,0,0,0,0,116,50,-0.0618556697842491,-2.0,-98.2,neutral,33.20000076293945,32.5099983215332,-0.69000244140625,,
2009_Q4,MS,2009,4,2010-01-20 21:26:28,116,75,112,23,21,0,0,0,0,0,0,0,0,0,0,53,23,-0.2146596847400016,-6.833333333333333,-131.9,negative,30.6299991607666,28.059999465942383,-2.5699996948242188,.747%,0.053
2009_Q4,WFC,2009,4,2010-01-20 21:30:16,122,166,108,11,11,0,0,0,0,0,0,0,0,0,0,58,49,0.1527777772472993,7.333333333333333,-37.5,positive,27.81999969482422,28.790000915527344,0.970001220703125,.703%,0.1
2009_Q4,EBAY,2009,4,2010-01-21 00:57:10,66,204,65,6,4,0,0,0,0,0,0,0,0,0,0,63,23,0.511111109218107,23.0,85.6,positive,10.155723571777344,9.776935577392578,-0.3787879943847656,,0.125
2010_Q1,SBUX,2010,1,2010-01-21 05:34:12,73,293,86,1,12,0,0,0,0,0,0,0,0,0,0,52,44,0.6010928945325331,36.66666666666666,155.7,positive,11.84000015258789,11.21500015258789,-0.625,,0.141
2009_Q4,UNP,2009,4,2010-01-21 19:44:11,192,324,132,51,19,0,0,0,0,0,0,0,0,0,0,68,63,0.2558139529926086,22.0,11.099999999999998,positive,32.724998474121094,31.489999771118164,-1.2349987030029297,1.79%,0.077
2009_Q4,GS,2009,4,2010-01-21 21:14:15,123,144,148,19,25,0,0,0,0,0,0,0,0,0,0,53,73,0.0786516850986828,3.5,-92.9,neutral,160.8699951171875,157.22999572753906,-3.6399993896484375,.941%,0.054
2009_Q4,GOOG,2009,4,2010-01-22 01:23:12,64,169,71,5,7,0,0,0,0,0,0,0,0,0,0,69,32,0.4506437748899409,17.5,46.5,positive,13.69890308380127,13.120322227478027,-0.5785808563232422,,0.168
2009_Q4,ISRG,2009,4,2010-01-22 03:41:31,56,100,124,3,16,0,0,0,0,0,0,0,0,0,0,66,58,0.282051280243261,7.333333333333333,-46.5,positive,37.81666564941406,35.68888854980469,-2.127777099609375,,0.168
2009_Q4,AMD,2009,4,2010-01-22 04:21:26,65,172,64,6,8,0,0,0,0,0,0,0,0,0,0,51,34,0.4514767913439798,17.833333333333332,54.4,positive,7.880000114440918,7.190000057220459,-0.690000057220459,,-1.675
2009_Q4,AXP,2009,4,2010-01-22 12:25:11,105,154,90,15,11,0,0,0,0,0,0,0,0,0,0,63,38,0.189189188458729,8.166666666666666,-25.4,positive,38.59000015258789,37.52999877929688,-1.0600013732910156,1.91%,0.138
2009_Q4,MCD,2009,4,2010-01-22 23:07:12,84,200,51,3,8,0,0,0,0,0,0,0,0,0,0,49,31,0.4084507027871454,19.33333333333333,72.1,positive,63.38999938964844,64.05999755859375,0.6699981689453125,3.52%,0.306
2010_Q1,AAPL,2010,1,2010-01-26 01:47:12,69,106,77,10,11,0,0,0,0,0,0,0,0,0,0,45,42,0.2114285702204081,6.166666666666667,-25.2,positive,7.355000019073486,6.932857036590576,-0.4221429824829101,,0.296
2009_Q4,AMGN,2009,4,2010-01-26 03:53:20,114,90,74,12,8,0,0,0,0,0,0,0,0,0,0,77,29,-0.1176470582468281,-4.0,-89.3,negative,56.58000183105469,57.459999084472656,0.8799972534179688,,0.224
2009_Q4,TXN,2009,4,2010-01-26 05:16:18,81,106,92,2,6,0,0,0,0,0,0,0,0,0,0,40,58,0.1336898388572736,4.166666666666667,-38.8,positive,23.350000381469727,23.100000381469727,-0.25,2.13%,0.097
2009_Q4,JNJ,2009,4,2010-01-26 18:25:18,171,334,159,26,19,0,0,0,0,0,0,0,2,0,0,95,67,0.3227722765885698,27.166666666666668,35.3,positive,62.790000915527344,62.369998931884766,-0.4200019836425781,3.12%,0.278
2009_Q4,VZ,2009,4,2010-01-26 20:49:09,86,232,72,5,8,0,0,0,0,0,0,0,0,0,0,77,38,0.4591194954115739,24.33333333333333,84.3,positive,28.29611015319824,26.60791015625,-1.6881999969482422,6.46%,0.092
2009_Q0,NVS,2009,0,2010-01-26 20:51:24,53,130,55,5,14,0,0,0,0,0,0,0,0,0,0,67,26,0.4207650250231419,12.833333333333334,24.0,positive,48.7186393737793,47.56272506713867,-1.155914306640625,,
2009_Q4,SAP,2009,4,2010-01-27 17:26:23,79,193,116,4,10,0,0,0,0,0,0,0,0,0,0,124,53,0.4191176455179498,19.0,18.9,positive,46.209999084472656,43.900001525878906,-2.30999755859375,,
2009_Q4,ABT,2009,4,2010-01-27 21:49:30,92,252,127,13,18,0,0,0,0,0,0,0,0,0,0,88,62,0.4651162777176852,26.666666666666668,57.2,positive,25.86121940612793,25.59733009338379,-0.2638893127441406,3.02%,0.3
2010_Q2,EL,2010,2,2010-01-28 17:53:12,113,300,88,2,7,0,0,0,0,0,0,0,0,0,0,48,23,0.4527845025356307,31.166666666666668,126.6,positive,26.520000457763672,28.030000686645508,1.510000228881836,1.05%,0.185
2009_Q4,F,2009,4,2010-01-28 17:57:08,162,265,62,15,20,0,0,0,0,0,0,0,0,0,0,84,31,0.2412177980299349,17.166666666666668,34.6,positive,11.40999984741211,10.9399995803833,-0.4700002670288086,,
2010_Q2,PG,2010,2,2010-01-28 19:35:15,77,187,53,9,5,0,0,0,0,0,0,0,0,0,0,48,35,0.4166666650883838,18.33333333333333,63.4,positive,61.68000030517578,61.66999816894531,-0.0100021362304687,2.86%,0.143
2009_Q4,CHTR,2009,4,2010-01-28 19:35:16,94,154,89,12,3,0,0,0,0,0,0,0,0,0,0,70,53,0.2419354828954214,10.0,-11.3,positive,30.75,29.75,-1.0,,
2009_Q4,LLY,2009,4,2010-01-28 21:45:15,92,133,72,9,4,0,0,0,0,0,0,0,0,0,0,55,36,0.1822222214123456,6.833333333333333,-16.1,positive,35.75,34.16999816894531,-1.5800018310546875,5.57%,-0.023
2009_Q4,BMY,2009,4,2010-01-28 22:31:37,82,141,85,10,12,0,0,0,0,0,1,0,0,0,0,67,45,0.2645739898449596,9.916666666666666,-12.4,positive,24.100000381469727,23.920000076293945,-0.1800003051757812,5.25%,0.269
2009_Q4,LMT,2009,4,2010-01-28 22:56:22,136,196,149,28,29,0,0,0,0,0,0,0,0,0,0,122,58,0.180722891021919,10.0,-73.2,positive,76.1500015258789,75.11000061035156,-1.0400009155273438,3.38%,0.652
2009_Q4,AMZN,2009,4,2010-01-29 00:18:17,45,56,48,2,0,0,0,0,0,0,0,0,0,0,0,24,19,0.1089108900107832,1.8333333333333333,-20.7,positive,6.270500183105469,6.004499912261963,-0.2660002708435058,,0.261
2009_Q4,T,2009,4,2010-01-30 07:48:09,48,257,78,6,9,0,0,0,0,0,0,0,0,0,0,87,34,0.6852458993926364,34.833333333333336,141.7,positive,19.1691837310791,18.93504524230957,-0.2341384887695312,6.62%,0.096
2009_Q4,UPS,2009,4,2010-02-02 19:44:12,99,190,62,11,13,0,0,0,0,0,0,0,0,0,0,103,40,0.3148788916440176,15.166666666666666,23.4,positive,58.619998931884766,56.150001525878906,-2.46999740600586,3.12%,0.182
2009_Q4,CMCSA,2009,4,2010-02-03 17:16:16,95,205,72,4,0,0,0,0,0,0,0,0,0,0,0,57,36,0.3666666654444444,18.33333333333333,57.0,positive,7.985000133514404,7.835000038146973,-0.1500000953674316,2.39%,0.045
2009_Q4,MET,2009,4,2010-02-03 21:10:20,117,119,108,21,10,0,0,0,0,0,0,0,0,0,0,55,41,0.0084745762352772,0.3333333333333333,-82.6,neutral,31.016042709350582,31.247772216796875,0.231729507446289,2.10%,-0.065
2010_Q2,CSCO,2010,2,2010-02-04 01:01:25,143,266,188,7,9,0,0,0,0,0,0,0,0,0,0,113,55,0.3007334955972286,20.5,-7.100000000000001,positive,23.15999984741211,24.06999969482422,0.9099998474121094,,0.155
2010_Q1,V,2010,1,2010-02-04 01:12:08,99,91,63,19,5,0,0,0,0,0,0,0,0,0,0,57,28,-0.042105262936288,-1.3333333333333333,-65.7,neutral,20.762500762939453,21.604999542236328,0.842498779296875,.610%,0.174
2009_Q4,MA,2009,4,2010-02-04 17:26:17,79,172,87,19,7,0,0,0,0,0,0,0,0,0,0,63,37,0.3705179268106855,15.5,20.2,positive,22.211000442504883,22.482999801635746,0.2719993591308594,.240%,0.635
2009_Q4,SE,2009,4,2010-02-04 23:31:23,48,135,65,22,13,0,0,0,0,0,0,0,0,0,0,50,39,0.4754098334677058,14.5,23.1,positive,,,,4.71%,0.088
2009_Q4,MCO,2009,4,2010-02-04 23:43:10,55,59,64,27,11,0,0,0,0,0,0,0,0,0,0,49,22,0.0350877189904586,0.6666666666666666,-59.0,neutral,26.38999938964844,27.06999969482422,0.6800003051757812,1.45%,
2009_Q4,CVS,2009,4,2010-02-08 21:49:11,84,235,75,16,7,0,0,0,0,0,0,0,0,0,0,67,44,0.4733542304910526,25.166666666666668,84.2,positive,32.720001220703125,34.310001373291016,1.5900001525878906,1.08%,0.094
2009_Q4,KO,2009,4,2010-02-09 21:25:10,90,202,60,3,8,0,0,0,0,0,0,0,0,0,0,52,32,0.3835616425220491,18.666666666666668,62.9,positive,27.0049991607666,27.690000534057617,0.6850013732910156,3.02%,0.27
2010_Q1,DIS,2010,1,2010-02-10 01:16:21,83,136,79,6,9,0,0,0,0,0,0,0,0,0,0,72,30,0.2420091313150268,8.833333333333334,-11.4,positive,30.030000686645508,30.920000076293945,0.8899993896484375,1.18%,0.094
2009_Q4,SNY,2009,4,2010-02-11 19:12:12,176,308,200,25,27,0,0,0,0,0,0,0,0,0,0,228,92,0.2727272721637866,22.0,-48.8,positive,36.119998931884766,36.36000061035156,0.2400016784667968,,
2009_Q4,PEP,2009,4,2010-02-11 19:59:11,55,224,50,6,14,0,0,0,0,0,0,0,0,0,0,84,26,0.6057347648539972,28.166666666666668,114.6,positive,61.18999862670898,62.08000183105469,0.8900032043457031,3.02%,0.376
2009_Q4,PM,2009,4,2010-02-12 00:06:27,120,132,100,5,8,0,0,0,0,0,0,0,0,0,0,85,41,0.0476190474300831,2.0,-65.6,neutral,49.290000915527344,49.61000061035156,0.3199996948242187,5.10%,0.675
2009_Q4,MRK,2009,4,2010-02-16 19:32:11,95,161,67,9,8,0,0,0,0,0,0,0,0,0,0,86,32,0.2578124989929199,11.0,3.6000000000000005,positive,35.935115814208984,35.5629768371582,-0.3721389770507812,4.12%,0.41
2010_Q4,NVDA,2010,4,2010-02-18 05:25:12,62,114,66,3,33,0,0,0,0,0,0,0,0,0,0,52,33,0.2954545437758265,8.666666666666666,-12.7,positive,0.4167500138282776,0.4157499969005584,-0.0010000169277191,,-0.143
2009_Q4,LOW,2009,4,2010-02-22 19:55:11,90,257,80,9,14,0,0,0,0,0,0,0,0,0,0,34,27,0.481268010140438,27.83333333333333,106.0,positive,23.06999969482422,24.049999237060547,0.979999542236328,1.52%,0.091
2010_Q3,MDT,2010,3,2010-02-23 17:53:12,113,208,95,8,13,0,0,0,0,0,0,0,0,0,0,73,55,0.2959501548412768,15.833333333333334,16.9,positive,42.869998931884766,44.810001373291016,1.94000244140625,,0.163
2009_Q4,AMT,2009,4,2010-02-24 19:46:20,40,102,84,5,8,0,0,0,0,0,0,0,1,0,0,64,35,0.4366197152350724,10.333333333333334,-2.8000000000000007,positive,42.619998931884766,42.88999938964844,0.2700004577636719,,0.086
2010_Q2,COST,2010,2,2010-03-03 23:56:22,110,145,105,16,7,0,0,0,0,0,0,0,0,0,0,89,50,0.1372549014225298,5.833333333333333,-51.8,positive,60.68000030517578,60.90999984741211,0.2299995422363281,1.18%,0.116
2010_Q1,ADBE,2010,1,2010-03-24 19:11:33,51,141,77,4,6,0,0,0,0,0,0,0,0,0,0,68,38,0.4687499975585937,15.0,29.1,positive,36.5099983215332,35.70000076293945,-0.80999755859375,,0.08
2010_Q2,ACN,2010,2,2010-03-26 03:15:12,94,184,106,12,3,0,0,0,0,0,0,0,0,0,0,64,43,0.3237410060297086,15.0,12.4,positive,42.400001525878906,41.900001525878906,-0.5,,
2010_Q3,FDX,2010,3,2010-03-31 04:37:11,75,219,52,24,10,0,0,0,0,0,0,0,0,0,0,67,23,0.4897959167013744,24.0,85.3,positive,93.4000015258789,90.72000122070312,-2.680000305175781,.471%,-0.016
2010_Q1,INTC,2010,1,2010-04-14 01:15:14,63,107,68,1,12,0,0,0,0,0,0,0,0,0,0,57,34,0.2588235278892734,7.333333333333333,-11.3,positive,23.520000457763672,23.350000381469727,-0.1700000762939453,2.83%,0.107
2010_Q1,GOOG,2010,1,2010-04-16 00:58:13,101,213,91,4,12,0,0,0,0,0,0,1,0,0,0,71,50,0.3566878969532233,18.58333333333333,39.3,positive,13.70238971710205,13.250333786010742,-0.4520559310913086,,0.203
2010_Q1,AMD,2010,1,2010-04-16 01:49:13,69,140,70,3,16,0,0,0,0,0,0,0,0,0,0,35,34,0.3397129170348664,11.833333333333334,16.1,positive,9.8100004196167,9.720000267028809,-0.0900001525878906,,
2010_Q1,ISRG,2010,1,2010-04-16 02:37:12,77,119,93,3,11,0,0,0,0,0,0,0,0,0,0,48,42,0.2142857131924198,7.0,-25.3,positive,40.04333114624024,40.93111038208008,0.8877792358398438,,0.166
2010_Q1,LLY,2010,1,2010-04-19 17:42:12,100,105,87,45,5,0,0,0,0,0,0,0,0,0,0,64,29,0.0243902437834622,0.8333333333333334,-79.2,neutral,36.58000183105469,34.970001220703125,-1.6100006103515625,5.60%,0.527
2010_Q1,IBM,2010,1,2010-04-19 23:41:25,59,223,38,1,4,0,0,0,0,0,0,0,0,0,0,38,25,0.5815602816256727,27.33333333333333,132.4,positive,126.4149169921875,123.32695770263672,-3.087959289550781,1.71%,0.729
2010_Q1,KO,2010,1,2010-04-20 19:42:12,69,230,47,2,12,0,0,0,0,0,0,0,0,0,0,46,26,0.5384615366606638,26.83333333333333,118.7,positive,27.23500061035156,26.8799991607666,-0.3550014495849609,3.29%,0.286
2010_Q1,JNJ,2010,1,2010-04-20 20:53:14,86,196,103,30,3,0,0,0,0,0,0,0,2,0,0,44,46,0.3900709206025854,18.33333333333333,28.6,positive,65.98999786376953,65.33000183105469,-0.6599960327148438,3.05%,0.256
2010_Q1,GS,2010,1,2010-04-20 20:53:14,172,101,114,71,18,0,0,0,0,0,0,0,0,0,0,67,45,-0.2600732591206108,-11.833333333333334,-190.4,negative,159.97999572753906,149.5,-10.479995727539062,.964%,
2010_Q2,AAPL,2010,2,2010-04-21 00:57:13,58,124,73,6,5,0,0,0,0,0,0,0,0,0,0,45,39,0.3626373606448497,11.0,11.1,positive,9.257857322692873,9.238571166992188,-0.0192861557006835,,0.341
2010_Q1,LMT,2010,1,2010-04-21 16:55:14,59,173,78,21,8,0,0,0,0,0,0,0,0,0,0,28,36,0.4913793082268133,19.0,51.3,positive,86.25,85.4000015258789,-0.8499984741210938,2.97%,0.863
2010_Q1,WFC,2010,1,2010-04-21 19:11:31,133,126,86,6,14,0,0,0,0,0,0,0,0,0,0,49,31,-0.0270270269226755,-1.1666666666666667,-72.9,neutral,33.0099983215332,32.939998626708984,-0.0699996948242187,.604%,0.144
2010_Q1,ABT,2010,1,2010-04-21 19:20:13,67,214,103,13,8,0,0,0,0,0,0,0,0,0,0,62,54,0.5231316707361863,24.5,67.2,positive,24.844043731689453,24.08116149902344,-0.7628822326660156,3.44%,0.285
